code,name,rights_month,rights_date,yuutai_genre,yuutai_content,min_investment
1967,ヤマト,3,2025-03-31,その他,自社グループの出版物（1冊）,176000
7208,カネミツ,3,2025-03-31,その他,「楽天モバイル」回線の音声＋データプランの提供（30GB/月：1年分）,100950
2531,宝ホールディングス,3,2025-03-31,買物券・プリペイドカード,"「喫茶ルノアール」のほか、グループ店舗で使える優待食事割引券（1,000円相当～）",92800
8377,ほくほくフィナンシャルグループ,3,2025-03-31,その他,"デジタルギフト（7,500円相当～）",339600
9436,沖縄セルラー電話,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,170200
8346,東邦銀行,3,2025-03-31,その他,"体験シェアサービス「aini」で使える優待コード（4,000円相当）",92600
7893,プロネクサス,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,164400
9902,日伝,3,2025-03-31,その他,「ピュアミルクアイス5個セット」引換券（1枚）など,191500
5446,北越メタル,3,2025-03-31,金券・ギフト,"オリジナルQUOカード（3,000円相当～）",271400
2897,日清食品ホールディングス,3,2025-03-31,カタログギフト,"岡山県の特産品カタログギフト（5,000円相当～）など",1075000
3069,JFLAホールディングス,3,2025-03-31,金券・ギフト,QUOカード（500円相当）,632000
6901,澤藤電機,3,2025-03-31,その他,"デジタルギフト（20,000円相当）",475500
2058,ヒガシマル,3,2025-03-31,その他,"フィットネスジム「アーバンフィット24」で使える優待利用券（5,940円相当）など",48100
6059,ウチヤマホールディングス,3,2025-03-31,食事券,"「くら寿司」で使える優待食事券（2,500円相当～）",332000
7187,ジェイリース,3,2025-03-31,その他,"自社製品（1,000円相当～）",299100
9904,ベリテ,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（5,000円相当～）",818400
7201,日産自動車,3,2025-03-31,買物券・プリペイドカード,"「TAKA-Q」のほか、グループ店舗で使える優待買物割引券（6,000円相当～）",49000
3179,シュッピン,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,242900
9987,スズケン,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,500円相当～）",681100
6545,インターネットインフィニティー,3,2025-03-31,その他,おこめ券（880円相当）,383500
6210,TOYOイノベックス,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）",75600
4990,昭和化学工業,3,2025-03-31,金券・ギフト,"「リンガーハット」のほか、グループ店舗で使える優待ポイント（1,650円相当～）",222300
3842,ネクストジェン,3,2025-03-31,カタログギフト,"オリジナルカタログギフト（1,000円相当）",629000
6294,オカダアイヨン,3,2025-03-31,金券・ギフト,"「マツモトキヨシ」のほか、グループ店舗で使えるマツキヨココカラポイント（2,000円相当～）など",279250
9039,サカイ引越センター,3,2025-03-31,その他,自社カレンダー（1部）など,300200
9027,ロジネットジャパン,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",99000
4543,テルモ,3,2025-03-31,金券・ギフト,"VJAギフトカード（10,000円相当～）",499200
6185,SMN,3,2025-03-31,金券・ギフト,"QUOカードPay（1,000円相当）",711000
6737,EIZO,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）など,193200
2730,エディオン,3,2025-03-31,その他,"デジタルギフト（5,000円相当～）",152700
9658,ビジネスブレイン太田昭和,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）など",161100
3435,サンコーテクノ,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当～）など",102200
9301,三菱倉庫,3,2025-03-31,買物券・プリペイドカード,広電グループの施設で使える優待割引券セット（1冊）など,61000
8032,日本紙パルプ商事,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",184700
7231,トピー工業,3,2025-03-31,その他,"デジタルギフト（2,500円相当～）",493000
9818,大丸エナウィン,3,2025-03-31,その他,"デジタルギフト（4,000円相当）",145500
4679,田谷,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",115000
2705,大戸屋ホールディングス,3,2025-03-31,その他,"自社製品（1,000円相当～）",298700
9081,神奈川中央交通,3,2025-03-31,その他,自社コンテンツやサービスの提供など,188100
4681,リゾートトラスト,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）",539500
6758,ソニーグループ,3,2025-03-31,その他,ソフトクリーム無料交換券（5枚～）など,197800
5285,ヤマックス,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当～）など",566000
9045,京阪ホールディングス,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当）",593000
4816,東映アニメーション,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",181400
9130,ラクサス・テクノロジーズ,3,2025-03-31,金券・ギフト,"オリジナルQUOカード（1,000円相当）",110000
2984,ヤマイチエステート,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",204600
7817,パラマウントベッドホールディングス,3,2025-03-31,食事券,「町田商店」のほか、グループ店舗で使える優待食事無料券（1品分：1枚～）,323000
3943,大石産業,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）",124700
9101,日本郵船,3,2025-03-31,その他,"農家直送みかん（5,000円相当）など",467000
5411,JFEホールディングス,3,2025-03-31,金券・ギフト,"オリジナルQUOカード（1,000円相当～）",218800
6238,フリュー,3,2025-03-31,食品,"自社商品（2,500円相当）",456500
7746,岡本硝子,3,2025-03-31,その他,教育プログラム割引（10％割引～）など,34700
4409,東邦化学工業,3,2025-03-31,その他,定期預金の株主優遇金利（＋年0.20％）など,160900
7350,おきなわフィナンシャルグループ,3,2025-03-31,その他,"デジタルギフト（6,000円相当～）",402600
9791,ビケンテクノ,3,2025-03-31,その他,"自社グループ商品の詰め合わせ（3,000円相当）",2486000
2903,シノブフーズ,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,109400
2475,WDBホールディングス,3,2025-03-31,食品,"自社商品（2,000円相当～）など",304000
7990,グローブライド,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（5,000円相当～）",357600
9468,KADOKAWA,3,2025-03-31,金券・ギフト,オリジナルQUOカード（500円相当）など,125100
7129,ミアヘルサホールディングス,3,2025-03-31,買物券・プリペイドカード,カメラや時計などの優待買物割引,1324
3193,レストランの食事,3,2025-03-31,その他,,0
4193,ファブリカホールディングス,3,2025-03-31,その他,"自社オリジナル信州特産品（2,000円相当～）",143200
9342,スマサポ,3,2025-03-31,金券・ギフト,"QUOカード（5,000円相当）",342000
3799,オリオンビール,3,2025-03-31,金券・ギフト,"QUOカード（3,000円相当）",344700
2122,インタースペース,3,2025-03-31,買物券・プリペイドカード,「form forma」のほか、グループ店舗で使える優待買物割引券（20％割引：9枚）など,105800
6222,島精機製作所,3,2025-03-31,その他,"デジタルギフト（10,000円相当）など",197700
7721,東京計器,3,2025-03-31,買物券・プリペイドカード,"「ヤマザワ」で使える優待買物割引券（2,000円相当～）など",115100
8131,ミツウロコグループホールディングス,3,2025-03-31,その他,"デジタルギフト（5,000円相当～）",348600
8700,丸八証券,3,2025-03-31,金券・ギフト,"QUOカード（10,000円相当）",509600
5923,高田機工,3,2025-03-31,買物券・プリペイドカード,"「かつや」のほか、グループ店舗で使える優待利用割引券（1,100円相当～）",175200
6549,ディーエムソリューションズ,3,2025-03-31,金券・ギフト,"ECサイト「交換できるくん」で使えるポイントの引換券（3,000円相当～）など",28662
7022,サノヤスホールディングス,3,2025-03-31,金券・ギフト,"QUOカード（3,000円相当）",442500
5273,三谷セキサン,3,2025-03-31,買物券・プリペイドカード,"「カラオケの鉄人」のほか、グループ店舗で使える優待利用割引券（3,000円相当～）など",47300
9246,プロジェクトホールディングス,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当）",243400
5440,共英製鋼,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当～）",634000
2804,ブルドックソース,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（5,000円相当～）",1137000
7140,ペットゴー,3,2025-03-31,その他,"おこめ券（1,320円相当～）",295000
8291,日産東京販売ホールディングス,3,2025-03-31,その他,"デジタルギフト（4,000円相当）",145500
9663,ナガワ,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当～）",466000
7203,トヨタ自動車,3,2025-03-31,その他,"自社製品セット（2,500円相当～）",262000
9202,ANAホールディングス,3,2025-03-31,その他,"自社製品（シャンプーなど）（5,000円相当～）",121400
7173,東京きらぼしフィナンシャルグループ,3,2025-03-31,金券・ギフト,"QUOカード（3,000円相当～）",410100
4527,ロート製薬,3,2025-03-31,その他,美術展覧会「Idemitsu Art Award展」の招待券,1072
9017,新潟交通,3,2025-03-31,カタログギフト,"カタログギフト「e-book」（3,000円相当～）",1013000
9629,ピー・シー・エー,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,70400
4436,ミンカブ・ジ・インフォノイド,3,2025-03-31,金券・ギフト,"「atone決済」や「atone shop」で使えるNPポイント（1,000円相当～）",79800
9022,東海旅客鉄道,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（8,000円相当～）",473000
9367,大東港運,3,2025-03-31,金券・ギフト,"「バリューカフェテリア」で使えるカフェテリアポイント（2,500円相当～）など",169100
2344,平安レイサービス,3,2025-03-31,カタログギフト,"オリジナルカタログギフト（3,000円相当～）",1033500
5933,アルインコ,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,153800
8123,川辺,3,2025-03-31,買物券・プリペイドカード,"自社サービスに使える優待利用割引券（6,000円相当～）",122300
9857,英和,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当～）など",260300
6240,ヤマシンフィルタ,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）",210000
5243,note,3,2025-03-31,金券・ギフト,"「リンガーハット」のほか、グループ店舗で使える優待ポイント（1,650円相当～）",225800
8381,山陰合同銀行,3,2025-03-31,その他,"自社グループ商品の詰め合わせ（3,000円相当）",2486000
4008,住友精化,3,2025-03-31,その他,"「カプリチョーザ」のほか、グループ店舗で使える優待電子チケット（3,000円相当～）",301000
5019,出光興産,3,2025-03-31,その他,"独立支援サービス「Midworks」の参画お祝い金（20,000円相当）など",79600
4624,イサム塗料,3,2025-03-31,金券・ギフト,"オリジナルQUOカード（1,000円相当～）",189000
6788,日本トリム,3,2025-03-31,その他,"「業務スーパー」で使えるGyomucaカード（1,000円相当～）など",357700
3563,FOOD＆LIFE COMPANIES,3,2025-03-31,金券・ギフト,"Amazonギフトカード（5,000円相当～）",626000
9401,TBSホールディングス,3,2025-03-31,その他,ツムラのくすり湯「バスハーブ」など,357500
4299,ハイマックス,3,2025-03-31,金券・ギフト,"自社グループ商品券（1,000円相当～）など",75400
7616,コロワイド,3,2025-03-31,その他,おこめ券（880円相当～）,33700
3679,じげん,3,2025-03-31,金券・ギフト,"オリジナルQUOカード（3,000円相当～）",271400
4926,シーボン,3,2025-03-31,食品,自社商品の詰め合わせ（1セット）など,230350
6678,SBIレオスひふみ,3,2025-03-31,その他,新潟県産こしひかり（2kg）,187800
9005,東急,3,2025-03-31,買物券・プリペイドカード,"スマートフォンアプリ「Realnetマンションサーチ」の優待利用無料クーポン（6か月分：12,000円相当）",70100
5363,東京窯業,3,2025-03-31,その他,"自社製品（1,000円相当～）",248400
8105,堀田丸正,3,2025-03-31,その他,"「屋台屋 博多劇場」のほか、グループ店舗で使える優待割引電子チケット（2,500円相当～）",67900
8746,UNBANKED,3,2025-03-31,その他,"デジタルギフト（4,000円相当～）",51400
7092,Fast Fitness Japan,3,2025-03-31,食品,"自社商品の詰め合わせ（3,500円相当～）",503000
2750,石光商事,3,2025-03-31,買物券・プリペイドカード,電車・バス・観光施設で使える共通優待割引券（5枚～）など,248000
6045,レントラックス,3,2025-03-31,食事券,「松屋」のほか、グループ店舗で使える優待食事無料券（10枚～）,585000
2733,あらた,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）",478000
7686,ひとまいる,3,2025-03-31,その他,"おこめ券（1,320円相当～）",295000
4318,クイック,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）など",2010000
7494,コナカ,3,2025-03-31,その他,"ENEOSプリカ（4,000円相当～）",127600
8331,千葉銀行,3,2025-03-31,買物券・プリペイドカード,「form forma」のほか、グループ店舗で使える優待買物割引券（20％割引：9枚）など,105800
8086,ニプロ,3,2025-03-31,その他,ナチュラルミネラルウォーター「高賀の森水」（500ml×24本）など,562000
9046,神戸電鉄,3,2025-03-31,その他,"北海道の特産品（3,000円相当）など",838000
5262,日本ヒューム,3,2025-03-31,金券・ギフト,"株主優待ポイント（2,000円相当～）",74000
2814,佐藤食品工業,3,2025-03-31,金券・ギフト,"QUOカード（5,000円相当）",75900
8935,FJネクストホールディングス,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（1,000円相当～）",80800
8160,木曽路,3,2025-03-31,買物券・プリペイドカード,"「マルキュウ」のほか、グループ店舗で使える優待買物割引券（1,000円相当～）など",129000
9073,京極運輸商事,3,2025-03-31,買物券・プリペイドカード,"「すき家」のほか、グループ店舗で使える優待食事割引券（1,000円相当～）",960500
8005,スクロール,3,2025-03-31,買物券・プリペイドカード,"「ハローズ」で使える優待買物割引券（1,000円相当～）",437500
7615,京都きもの友禅ホールディングス,3,2025-03-31,その他,ミツウロコグループの店舗・通販サイトで使えるeGift（500円相当～）など,210800
7552,ハピネット,3,2025-03-31,カタログギフト,"カタログギフト「PREMIER」（2,000円相当）",412500
6850,チノー,3,2025-03-31,金券・ギフト,"「サンエー」のほか、グループ店舗で使える自社商品券（2,000円相当～）など",536400
8282,ケーズホールディングス,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,85600
9085,北海道中央バス,3,2025-03-31,金券・ギフト,"株主優待ポイント（1,000ポイント～）",360000
7606,ユナイテッドアローズ,3,2025-03-31,その他,「ヘパリーゼW」（10本）など,200100
5332,TOTO,3,2025-03-31,金券・ギフト,"QUOカード（15,000円相当）など",649800
9368,キムラユニティー,3,2025-03-31,買物券・プリペイドカード,"「ハニーズ」のほか、グループ店舗で使える優待買物割引券（3,000円相当～）",148200
6073,アサンテ,3,2025-03-31,その他,デジタルギフト（500円相当～）など,64600
9007,小田急電鉄,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（5,000円相当～）",259800
4635,東京インキ,3,2025-03-31,買物券・プリペイドカード,"「XEX」のほか、グループ店舗で使える優待食事割引券（5,000円相当～）など",292900
6570,共和コーポレーション,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,319000
7277,TBK,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）など",1133000
1801,大成建設,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（1,500円相当～）",169400
7075,QLSホールディングス,3,2025-03-31,食事券,「マクドナルド」で使える優待食事無料券の冊子（1冊：18枚～）,603000
6419,マースグループホールディングス,3,2025-03-31,買物券・プリペイドカード,「リーガロイヤルホテル」のほか、グループ施設で使える優待宿泊割引券（15％割引：10枚～）など,98400
3167,TOKAIホールディングス,3,2025-03-31,その他,"「カラダノートウォーター」のミネラルウォーター（3,974円相当）",47500
9788,ナック,3,2025-03-31,その他,自社酒類製品の詰め合わせ（6缶～）など,1620000
9914,植松商会,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）",539500
1332,ニッスイ,3,2025-03-31,その他,オリジナルカレンダー,1673
7042,アクセスグループ・ホールディングス,3,2025-03-31,その他,"独立支援サービス「Midworks」の参画お祝い金（20,000円相当）など",73400
3763,プロシップ,3,2025-03-31,その他,"デジタルギフト（5,000円相当～）",348600
9405,朝日放送グループホールディングス,3,2025-03-31,カタログギフト,"カタログギフト（3,000円相当～）",477000
8541,愛媛銀行,3,2025-03-31,買物券・プリペイドカード,「ヤマダ電機」のほか、グループ店舗で使える優待買物割引券（500円相当～）,46340
3521,エコナックホールディングス,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当）",112600
1828,田辺工業,3,2025-03-31,金券・ギフト,"QUOカード（1,500円相当～）",118100
7280,ミツバ,3,2025-03-31,買物券・プリペイドカード,「洋服の青山」のほか、グループ店舗で使える優待買物割引券（20％：3枚～）,228000
8147,トミタ,3,2025-03-31,その他,群馬県産商品（1点）,94100
8190,ヤマナカ,3,2025-03-31,買物券・プリペイドカード,"「銀のさら」のほか、グループ店舗で使える優待食事割引券（2,500円相当～）など",100000
3542,ベガコーポレーション,3,2025-03-31,金券・ギフト,「アパホテル」で使える優待ポイント（500円相当～）,81500
7482,シモジマ,3,2025-03-31,その他,新潟県魚沼産コシヒカリ（5kg相当～）,2193000
2109,DM三井製糖,3,2025-03-31,その他,"「ウィブル証券」口座開設キャッシュバック（3,000円相当）など",49100
8219,青山商事,3,2025-03-31,その他,自社主催イベントへの招待（抽選式）,259400
3175,エー・ピーホールディングス,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）",211000
8789,フィンテック グローバル,3,2025-03-31,金券・ギフト,QUOカード（500円相当）など,170200
1379,ホクト,3,2025-03-31,その他,"マヌカハニー（4,000円～5,000円相当）など",299000
2196,エスクリ,3,2025-03-31,金券・ギフト,"キッズスマイルQUOカード（5,000円相当～）",388200
6904,原田工業,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",60300
1384,ホクリヨウ,3,2025-03-31,買物券・プリペイドカード,"「モスバーガー」のほか、グループ店舗で使える優待食事割引券（1,000円相当～）",386500
3985,テモナ,3,2025-03-31,その他,"デジタルギフト（15,000円相当）",566500
5832,ちゅうぎんフィナンシャルグループ,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",1484000
7167,めぶきフィナンシャルグループ,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）など,172100
8218,コメリ,3,2025-03-31,買物券・プリペイドカード,自社公式通販サイトで使える割引クーポン（30％割引～）など,54400
3066,JBイレブン,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,609000
9850,グルメ杵屋,3,2025-03-31,買物券・プリペイドカード,"「アルペン」のほか、グループ店舗で使える優待買物割引券（1,000円相当～）",227700
2267,ヤクルト本社,3,2025-03-31,その他,"デジタルギフト（1,000円相当）",71000
3861,王子ホールディングス,3,2025-03-31,買物券・プリペイドカード,"「東建多度カントリークラブ」のほか、グループ施設で使える5,000円割引券（4枚）など",1415000
7389,あいちフィナンシャルグループ,3,2025-03-31,金券・ギフト,QUOカード（500円相当）など,111400
3529,アツギ,3,2025-03-31,金券・ギフト,QUOカード（500円相当）など,32900
8362,福井銀行,3,2025-03-31,買物券・プリペイドカード,"「グローバルスタイル」のほか、グループ店舗で使える優待買物割引券（10,000円相当～）",290400
6862,ミナトホールディングス,3,2025-03-31,その他,"ミネラルウォーター「仙人秘水」（1,100ml：12本）",169100
7999,MUTOHホールディングス,3,2025-03-31,金券・ギフト,"QUOカード（2,000円相当～）など",1675000
8616,東海東京フィナンシャル・ホールディングス,3,2025-03-31,買物券・プリペイドカード,"「靴下屋」のほか、グループ店舗で使える優待買物割引カード（1,000円相当～）",123900
6433,ヒーハイスト,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",98600
7896,セブン工業,3,2025-03-31,買物券・プリペイドカード,"自社商品との引き換えや購入に使えるクーポン（10,000円相当）",150000
6971,京セラ,3,2025-03-31,その他,"日本証券新聞デジタル版の購読券（3か月分：9,000円相当～）など",177300
7550,ゼンショーホールディングス,3,2025-03-31,カタログギフト,"カタログギフト（2,000円相当～）など",130100
9823,マミーマート,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）",231100
8025,ツカモトコーポレーション,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）",476100
7769,リズム,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",162500
9319,中央倉庫,3,2025-03-31,買物券・プリペイドカード,"自社店舗で使える優待食事割引券（5,000円相当～）",292900
3024,クリエイト,3,2025-03-31,買物券・プリペイドカード,"「玄品ふぐ」のほか、グループ店舗で使える優待食事割引券（2,000円相当～）",23400
7186,コンコルディア・フィナンシャルグループ,3,2025-03-31,買物券・プリペイドカード,「ティアックストア」で使える優待買物割引クーポン（20％割引）,9900
3569,セーレン,3,2025-03-31,買物券・プリペイドカード,「ホームセンターカンセキ」のほか、グループ店舗で使える優待買物割引券（15％割引：2枚～）,85200
3185,夢展望,3,2025-03-31,金券・ギフト,QUOカード（500円相当）など,72700
2810,ハウス食品グループ本社,3,2025-03-31,その他,夏の野外ライブ「a-nation」のチケットの優先予約と割引販売など,120800
4444,インフォネット,3,2025-03-31,金券・ギフト,"QUOカード（5,000円相当）",499000
6463,TPR,3,2025-03-31,買物券・プリペイドカード,"「庄や」のほか、グループ店舗で使える優待食事割引券（3,000円相当～）",109600
2764,ひらまつ,3,2025-03-31,買物券・プリペイドカード,"通販カタログ「げんきあっぷきれいあっぷ」で使える優待割引券（5,000円相当）など",85100
8242,エイチ・ツー・オー リテイリング,3,2025-03-31,食事券,「壱角家」などで使える優待食事無料券（1枚～）,211700
9735,セコム,3,2025-03-31,その他,"自社電子マネーカード「グラッチェプラスカード」へのチャージ引換券（1,000円相当～）など",51700
3927,フーバーブレイン,3,2025-03-31,その他,"東北地方の特産品（1,000円相当～）",99600
5757,CKサンエツ,3,2025-03-31,その他,自社コンテンツやサービスの提供など,188100
5261,リソルホールディングス,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（1,000円相当～）",117000
7164,全国保証,3,2025-03-31,買物券・プリペイドカード,"「木曽路」のほか、グループ店舗で使える優待食事割引券（1,600円相当～）",236200
7313,テイ・エステック,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,35800
2692,伊藤忠食品,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（1,000円相当～）",674000
3133,海帆,3,2025-03-31,金券・ギフト,"自社サービスクーポンなどと交換できる優待ポイント（1,000円相当～）",102700
8334,群馬銀行,3,2025-03-31,買物券・プリペイドカード,"自社通信講座サービスの優待割引クーポン（10,000円相当～）",397500
2269,明治ホールディングス,3,2025-03-31,その他,オリジナルギフト商品など,400800
9021,西日本旅客鉄道,3,2025-03-31,金券・ギフト,"QUOカード（10,000円相当～）",496500
8117,中央自動車工業,3,2025-03-31,その他,薬用ハミガキなどの優待価格販売,1895
2002,日清製粉グループ本社,3,2025-03-31,買物券・プリペイドカード,"「フライングガーデン」で使える優待食事割引券（2,000円相当～）など",279400
7911,TOPPANホールディングス,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）など",292900
6803,ティアック,3,2025-03-31,金券・ギフト,「緑の募金」への寄付金付きQUOカード（500円相当～）,83800
1711,SDSホールディングス,3,2025-03-31,買物券・プリペイドカード,"「M・H・GROUP WEB STORE」で使える優待買物割引券（3,500円相当～）",22500
8214,AOKIホールディングス,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,213300
9989,サンドラッグ,3,2025-03-31,金券・ギフト,"QUOカード（3,000円相当～）",927000
3863,日本製紙,3,2025-03-31,その他,"自社製品（2,000円相当～）",165200
9713,ロイヤルホテル,3,2025-03-31,金券・ギフト,"株主優待ポイント（1,500円相当～）",132800
8367,南都銀行,3,2025-03-31,その他,"自社製の手造りジャムセット（3,000円相当～）",592000
3848,データ・アプリケーション,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,170200
6820,アイコム,3,2025-03-31,その他,"自社グループ会社の水産加工品詰め合わせ （3,000円相当～）",351000
7918,ヴィア・ホールディングス,3,2025-03-31,金券・ギフト,"オリジナルQUOカード（1,000円相当～）",1001000
7695,交換できるくん,3,2025-03-31,金券・ギフト,マネックスポイント（50ポイント～）,710
7087,ウイルテック,3,2025-03-31,買物券・プリペイドカード,"自社サービスに使える優待利用割引券（6,000円相当～）",122300
8354,ふくおかフィナンシャルグループ,3,2025-03-31,その他,阪神電車全線・阪急電車全線で使える乗車カード（2回乗車分：1枚～）など,413600
4464,ソフト99コーポレーション,3,2025-03-31,その他,自社グループ商品の詰め合わせ,115400
2222,寿スピリッツ,3,2025-03-31,金券・ギフト,"QUOカードPay（1,000円相当～）",102000
7952,河合楽器製作所,3,2025-03-31,買物券・プリペイドカード,"「まるまつ」のほか、グループ店舗で使える優待食事割引券（1,000円相当～）",48200
3237,イントランス,3,2025-03-31,その他,"株主限定タオルセット（5,000円相当）など",207600
6301,小松製作所,3,2025-03-31,買物券・プリペイドカード,"自社商品との引き換えや購入に使えるクーポン（10,000円相当）",150000
4929,アジュバンホールディングス,3,2025-03-31,その他,"富山県産コシヒカリのパックご飯（2,500円相当～）",124500
7134,アップガレージグループ,3,2025-03-31,その他,"自社製品の詰め合わせ（2,500円相当～）",194600
7380,十六フィナンシャルグループ,3,2025-03-31,その他,優待品（1点）など,125000
8111,ゴールドウイン,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当）",476100
8544,京葉銀行,3,2025-03-31,買物券・プリペイドカード,"「木曽路」のほか、グループ店舗で使える優待食事割引券（1,600円相当～）",236200
7475,アルビス,3,2025-03-31,金券・ギフト,"「MTG公式オンラインショップ」で使える優待ポイント（3,000円相当～）",372000
6676,バッファロー,3,2025-03-31,その他,おこめギフト券（880円相当）など,307500
7264,ムロコーポレーション,3,2025-03-31,その他,優待品（1点）など,240700
7860,エイベックス,3,2025-03-31,その他,ハーゲンダッツギフト券（4枚）,203500
8860,フジ住宅,3,2025-03-31,買物券・プリペイドカード,"「コジマ」のほか、グループ店舗で使える優待買物割引券（1,000円相当～）",110100
4838,スペースシャワーSKIYAKIホールディングス,3,2025-03-31,買物券・プリペイドカード,"「MOUSSY」のほか、グループ店舗で使える優待買物割引クーポン（2,000円相当～）",74500
3423,エスイー,3,2025-03-31,交通・旅行,"自社ホテルで使えるホテル利用券（1,000円相当～）",110200
1992,神田通信機,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",373000
7917,ZACROS,3,2025-03-31,その他,「京成電鉄路線」優待乗車証（回数券：1枚～）など,122800
7678,ファストフード・カフェの食事,3,2025-03-31,その他,,0
3358,ワイエスフード,3,2025-03-31,その他,美術展覧会「Idemitsu Art Award展」の招待券,1072
9001,東武鉄道,3,2025-03-31,その他,柚子の里だより（1本）など,133800
9274,KPPグループホールディングス,3,2025-03-31,その他,"自社グループ商品（1,000円相当～）など",122600
8424,芙蓉総合リース,3,2025-03-31,その他,"「業務スーパー」で使えるGyomucaカード（1,000円相当～）など",357700
5036,日本ビジネスシステムズ,3,2025-03-31,買物券・プリペイドカード,「Foxfire Store」で使える優待買物割引券（20％割引：1枚～）,132200
3036,アルコニックス,3,2025-03-31,金券・ギフト,QUOカード（500円相当～）,216200
7084,Smile Holdings,3,2025-03-31,金券・ギフト,UCギフトカード（500円相当～）など,287600
7635,杉田エース,3,2025-03-31,金券・ギフト,"自社グループ通販サイト「よかもーる」で使えるポイント（5,000円相当）",883700
9878,セキド,3,2025-03-31,金券・ギフト,"QUOカード（1,000円相当～）",961000
3778,さくらインターネット,3,2025-03-31,交通・旅行,三重交通・名阪近鉄バスの路線で使える優待乗車券（2枚～）など,53800
5355,日本坩堝,3,2025-03-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（2,500円相当～）",195000
8135,ゼット,3,2025-03-31,その他,"自社製品の詰め合わせ（1,500円相当～）",223500
7235,東京ラヂエーター製造,3,2025-03-31,金券・ギフト,"オリジナルQUOカード（15,000円相当）",907200
9052,山陽電気鉄道,3,2025-03-31,その他,優待割引運賃が利用できる「株主優待番号の案内書」（1枚～）など,288900
8119,三栄コーポレーション,3,2025-03-31,その他,ヤマシン・フィルタマスク「Zexeed（ゼクシード）」（3枚：1パック）など,152400
6379,レイズネクスト,3,2025-03-31,金券・ギフト,"QUOカード（5,000円相当～）",670500
4445,リビン・テクノロジーズ,3,2025-03-31,その他,"自社グループ会社商品の詰め合わせ（1,000円相当～）",156850
